The currently activated Python version 2.7.16 is not supported by the project (^3.9).
Trying to find and use a compatible version. 
Using python3 (3.9.6)
id,aggregated_by,aggregate_name,year,start_date,end_date,name,type,count,amount
1962,state,ladakh,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,8220,7726519.367758205
1963,state,ladakh,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,86,113767.09768193656
1964,state,ladakh,2019,2019-04-01,2019-06-30,Others,TOTAL,907,992737.2376073576
1965,state,ladakh,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,43198,303596367.67958534
1966,state,ladakh,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,41491,18054746.121448334
1967,state,ladakh,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,6963,8096082.971229901
1968,state,ladakh,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,48,148633.29469977494
1969,state,ladakh,2019,2019-07-01,2019-09-30,Others,TOTAL,696,1233697.1268589406
1970,state,ladakh,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,42095,298044908.5075786
1971,state,ladakh,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,35467,16510212.100753112
1972,state,ladakh,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,6522,8717893.899929387
1973,state,ladakh,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,46,162760.63254625077
1974,state,ladakh,2019,2019-10-01,2019-12-31,Others,TOTAL,576,1253584.887304229
1975,state,ladakh,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,141894,869999786.1513934
1976,state,ladakh,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,72719,35459532.4121063
1977,state,ladakh,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,58875,74977913.47237433
1978,state,ladakh,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,629,1455016.148284281
1979,state,ladakh,2021,2021-01-01,2021-03-31,Others,TOTAL,1298,1527565.0627209258
1980,state,ladakh,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,209818,1259044412.4358737
1981,state,ladakh,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,95458,44754721.82815341
1982,state,ladakh,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,92078,119608470.0411553
1983,state,ladakh,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,755,1756762.1471181023
1984,state,ladakh,2021,2021-04-01,2021-06-30,Others,TOTAL,1607,2094729.0180191218
1985,state,ladakh,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,51560,339551900.3873952
1986,state,ladakh,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,49801,23010664.72023286
1987,state,ladakh,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,14264,13338124.271892821
1988,state,ladakh,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,204,583108.9455483773
1989,state,ladakh,2020,2020-01-01,2020-03-31,Others,TOTAL,590,1155879.120674257
1990,state,ladakh,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,70601,32087339.266190995
1991,state,ladakh,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,68450,470749365.09816045
1992,state,ladakh,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,15132,19679330.186414924
1993,state,ladakh,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,337,786069.1630768818
1994,state,ladakh,2020,2020-04-01,2020-06-30,Others,TOTAL,490,490894.93818109273
1995,state,ladakh,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,108345,751333715.2896031
1996,state,ladakh,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,81623,40380074.55014179
1997,state,ladakh,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,36861,40538778.75651745
1998,state,ladakh,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,621,2334917.7832646337
1999,state,ladakh,2020,2020-07-01,2020-09-30,Others,TOTAL,772,900013.678666259
2000,state,ladakh,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,151582,985814864.3429123
2001,state,ladakh,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,94133,44185250.8636451
2002,state,ladakh,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,83868,77511378.30739444
2003,state,ladakh,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,729,1965054.5898611392
2004,state,ladakh,2020,2020-10-01,2020-12-31,Others,TOTAL,1822,2486922.4041473325
2005,state,ladakh,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,3550,927250.7143707818
2006,state,ladakh,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,1752,10767803.999610368
2007,state,ladakh,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,320,369327.62555241917
2008,state,ladakh,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,132,274283.17576680594
2009,state,ladakh,2018,2018-01-01,2018-03-31,Others,TOTAL,335,194192.25581440225
2010,state,ladakh,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,8075,2417434.2729015187
2011,state,ladakh,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,5667,42638443.11997231
2012,state,ladakh,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,724,1761366.2964342085
2013,state,ladakh,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,151,127324.6279709443
2014,state,ladakh,2018,2018-04-01,2018-06-30,Others,TOTAL,393,390334.220462498
2015,state,ladakh,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,13136,4676712.344045115
2016,state,ladakh,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,10133,77085890.57395566
2017,state,ladakh,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,1168,2016579.2506718007
2018,state,ladakh,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,84,69317.12287872119
2019,state,ladakh,2018,2018-07-01,2018-09-30,Others,TOTAL,343,242477.8532947429
2020,state,ladakh,2018,2018-10-01,2018-12-31,Recharge & bill payments,TOTAL,16650,5701932.895454288
2021,state,ladakh,2018,2018-10-01,2018-12-31,Peer-to-peer payments,TOTAL,15939,123611779.58930421
2022,state,ladakh,2018,2018-10-01,2018-12-31,Merchant payments,TOTAL,1881,5082666.820758243
2023,state,ladakh,2018,2018-10-01,2018-12-31,Financial Services,TOTAL,142,94604.73391846984
2024,state,ladakh,2018,2018-10-01,2018-12-31,Others,TOTAL,599,1031858.4532022325
2025,state,assam,2019,2019-01-01,2019-03-31,Recharge & bill payments,TOTAL,1993220,400281677.94382846
2026,state,assam,2019,2019-01-01,2019-03-31,Peer-to-peer payments,TOTAL,1976310,7291433300.700247
2027,state,assam,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,494871,266644645.74929428
2028,state,assam,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,20162,4612454.1127945455
2029,state,assam,2019,2019-01-01,2019-03-31,Others,TOTAL,48442,39127457.944687635
2030,state,assam,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,2512932,539315772.8606573
2031,state,assam,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,2293770,10035232820.852964
2032,state,assam,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,573646,326844709.5879724
2033,state,assam,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,13654,4037222.414240564
2034,state,assam,2019,2019-04-01,2019-06-30,Others,TOTAL,60927,49538663.41037582
2035,state,assam,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,2713539,11835800855.176552
2036,state,assam,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,2645302,639885372.7480905
2037,state,assam,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,513728,421380275.4207429
2038,state,assam,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,8606,6403456.344768786
2039,state,assam,2019,2019-07-01,2019-09-30,Others,TOTAL,61396,46973660.73634353
2040,state,assam,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,3222143,14083346879.361855
2041,state,assam,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,2937800,704118873.972094
2042,state,assam,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,544053,456318130.082201
2043,state,assam,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,9621,3492255.0860687294
2044,state,assam,2019,2019-10-01,2019-12-31,Others,TOTAL,46893,34707757.009855896
2045,state,assam,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,9449096,45476079487.10464
2046,state,assam,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,6494111,2103017761.546533
2047,state,assam,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,3459132,3657261586.2001615
2048,state,assam,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,34049,41291047.3832124
2049,state,assam,2021,2021-01-01,2021-03-31,Others,TOTAL,75672,48814663.88782827
2050,state,assam,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,11668399,51521387890.61253
2051,state,assam,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,9058005,2657676415.2458973
2052,state,assam,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,4562669,4914753140.040101
2053,state,assam,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,49671,46106001.498141706
2054,state,assam,2021,2021-04-01,2021-06-30,Others,TOTAL,94161,52549929.267157935
2055,state,assam,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,4058740,18977446151.768826
2056,state,assam,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,3897975,971722606.1579468
2057,state,assam,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,792646,675423852.9512749
2058,state,assam,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,10173,7054325.507515656
2059,state,assam,2020,2020-01-01,2020-03-31,Others,TOTAL,49326,36781411.34368035
2060,state,assam,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,6045321,1612522828.7163475
2061,state,assam,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,3648386,17358374071.26616
2062,state,assam,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,742400,749018053.2400584
2063,state,assam,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,19814,18130004.687672265
2064,state,assam,2020,2020-04-01,2020-06-30,Others,TOTAL,49278,28255168.009208795
2065,state,assam,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,5637893,26646565777.43919
2066,state,assam,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,5292154,1627282415.9451878
2067,state,assam,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,1383230,1492484153.3873158
2068,state,assam,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,24954,28452966.026372254
2069,state,assam,2020,2020-07-01,2020-09-30,Others,TOTAL,59480,36605946.74600269
2070,state,assam,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,7538478,36013292450.814384
2071,state,assam,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,5383505,1662189124.4177454
2072,state,assam,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,2392184,2466913305.59039
2073,state,assam,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,29764,32314809.975261033
2074,state,assam,2020,2020-10-01,2020-12-31,Others,TOTAL,79523,51901628.46643049
2075,state,assam,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,632092,93491181.14056379
2076,state,assam,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,318025,993525195.9818655
2077,state,assam,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,40482,34501622.89266755
2078,state,assam,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,18172,4936862.200688562
2079,state,assam,2018,2018-01-01,2018-03-31,Others,TOTAL,48110,31349593.99668264
2080,state,assam,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,984160,174427478.21340805
2081,state,assam,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,530781,2064314053.1339972
2082,state,assam,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,79307,73366344.80739225
2083,state,assam,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,22773,7051504.657611102
2084,state,assam,2018,2018-04-01,2018-06-30,Others,TOTAL,46852,31425754.725386057
2085,state,assam,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,1275136,254569069.32411742
2086,state,assam,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,843571,3424136709.5088205
2087,state,assam,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,159532,96783839.37466942
2088,state,assam,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,22677,4741123.821880115
2089,state,assam,2018,2018-07-01,2018-09-30,Others,TOTAL,50935,30904247.884785894
2090,state,assam,2018,2018-10-01,2018-12-31,Recharge & bill payments,TOTAL,1703488,317661277.3470997
2091,state,assam,2018,2018-10-01,2018-12-31,Peer-to-peer payments,TOTAL,1279089,5284776455.070784
2092,state,assam,2018,2018-10-01,2018-12-31,Merchant payments,TOTAL,667293,240563395.2777939
2093,state,assam,2018,2018-10-01,2018-12-31,Financial Services,TOTAL,28035,6331912.52655252
2094,state,assam,2018,2018-10-01,2018-12-31,Others,TOTAL,56267,38689818.79087821
2095,state,meghalaya,2019,2019-01-01,2019-03-31,Recharge & bill payments,TOTAL,98817,23006751.795504905
2096,state,meghalaya,2019,2019-01-01,2019-03-31,Peer-to-peer payments,TOTAL,90694,358932132.1046898
2097,state,meghalaya,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,16073,14297275.230527855
2098,state,meghalaya,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,659,62335.064750311045
2099,state,meghalaya,2019,2019-01-01,2019-03-31,Others,TOTAL,2498,2738667.957962149
2100,state,meghalaya,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,108812,27248605.429233357
2101,state,meghalaya,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,97407,446537199.17356837
2102,state,meghalaya,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,22588,15600927.006629137
2103,state,meghalaya,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,460,106800.75308155928
2104,state,meghalaya,2019,2019-04-01,2019-06-30,Others,TOTAL,3019,3437756.744766518
2105,state,meghalaya,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,155949,38916251.42165714
2106,state,meghalaya,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,116168,546221812.6889315
2107,state,meghalaya,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,31201,23461321.889810227
2108,state,meghalaya,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,421,584192.9488108774
2109,state,meghalaya,2019,2019-07-01,2019-09-30,Others,TOTAL,2811,3035023.204323471
2110,state,meghalaya,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,175084,43611775.02621875
2111,state,meghalaya,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,163734,670870023.4297696
2112,state,meghalaya,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,24430,25344714.50557894
2113,state,meghalaya,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,382,124511.63613216748
2114,state,meghalaya,2019,2019-10-01,2019-12-31,Others,TOTAL,2351,2485447.192519395
2115,state,meghalaya,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,326993,1794745857.3188953
2116,state,meghalaya,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,306634,106098525.65614726
2117,state,meghalaya,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,108805,147747773.01896822
2118,state,meghalaya,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,1777,3981898.0457751974
2119,state,meghalaya,2021,2021-01-01,2021-03-31,Others,TOTAL,3437,2941223.950049905
2120,state,meghalaya,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,389959,129031455.7077258
2121,state,meghalaya,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,366411,1885041503.7970467
2122,state,meghalaya,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,147406,173894963.00439677
2123,state,meghalaya,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,1766,2306496.854595862
2124,state,meghalaya,2021,2021-04-01,2021-06-30,Others,TOTAL,4052,3342835.5268340455
2125,state,meghalaya,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,226214,59666071.21530793
2126,state,meghalaya,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,216022,1013733312.3935763
2127,state,meghalaya,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,57245,44125206.34755945
2128,state,meghalaya,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,473,402779.89033132966
2129,state,meghalaya,2020,2020-01-01,2020-03-31,Others,TOTAL,2329,2207471.061039081
2130,state,meghalaya,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,382662,100570200.25271696
2131,state,meghalaya,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,202270,998750895.9111593
2132,state,meghalaya,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,46014,48980521.41595118
2133,state,meghalaya,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,1186,2944583.114737345
2134,state,meghalaya,2020,2020-04-01,2020-06-30,Others,TOTAL,3263,2488953.643832149
2135,state,meghalaya,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,342484,97662913.13408674
2136,state,meghalaya,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,194448,1065012681.7126106
2137,state,meghalaya,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,55595,67511647.1349487
2138,state,meghalaya,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,1587,4049966.8133478058
2139,state,meghalaya,2020,2020-07-01,2020-09-30,Others,TOTAL,3465,2821792.5880408054
2140,state,meghalaya,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,350006,102794647.7641504
2141,state,meghalaya,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,286252,1579858348.0670543
2142,state,meghalaya,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,111471,115136797.58942303
2143,state,meghalaya,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,1809,2774557.112070617
2144,state,meghalaya,2020,2020-10-01,2020-12-31,Others,TOTAL,4470,3678221.666272167
2145,state,meghalaya,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,31857,6028476.149090356
2146,state,meghalaya,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,13274,55943496.515886314
2147,state,meghalaya,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,1605,2395888.4397623385
2148,state,meghalaya,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,532,144318.2545571151
2149,state,meghalaya,2018,2018-01-01,2018-03-31,Others,TOTAL,2303,1738080.43060439
2150,state,meghalaya,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,42625,9657896.164724296
2151,state,meghalaya,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,19894,101140464.66239843
2152,state,meghalaya,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,2929,3663446.436220131
2153,state,meghalaya,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,592,580648.3434132106
2154,state,meghalaya,2018,2018-04-01,2018-06-30,Others,TOTAL,1817,1962212.2350756058
2155,state,meghalaya,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,60625,14231601.453371253
2156,state,meghalaya,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,40832,187460582.05754715
2157,state,meghalaya,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,5802,5458930.689379572
2158,state,meghalaya,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,748,552674.5783359876
2159,state,meghalaya,2018,2018-07-01,2018-09-30,Others,TOTAL,2283,2149872.755760235
2160,state,meghalaya,2018,2018-10-01,2018-12-31,Recharge & bill payments,TOTAL,82962,18100891.637344178
2161,state,meghalaya,2018,2018-10-01,2018-12-31,Peer-to-peer payments,TOTAL,58952,301941442.7059927
2162,state,meghalaya,2018,2018-10-01,2018-12-31,Merchant payments,TOTAL,15768,14434314.193342488
2163,state,meghalaya,2018,2018-10-01,2018-12-31,Financial Services,TOTAL,763,190875.18848979956
2164,state,meghalaya,2018,2018-10-01,2018-12-31,Others,TOTAL,2687,2918155.2795046642
2165,state,uttarakhand,2019,2019-01-01,2019-03-31,Peer-to-peer payments,TOTAL,3499130,6512361464.496071
2166,state,uttarakhand,2019,2019-01-01,2019-03-31,Recharge & bill payments,TOTAL,1590269,394631055.6931843
2167,state,uttarakhand,2019,2019-01-01,2019-03-31,Merchant payments,TOTAL,372290,226281078.7699414
2168,state,uttarakhand,2019,2019-01-01,2019-03-31,Financial Services,TOTAL,28784,3951610.30495379
2169,state,uttarakhand,2019,2019-01-01,2019-03-31,Others,TOTAL,55528,46303966.00979781
2170,state,uttarakhand,2019,2019-04-01,2019-06-30,Peer-to-peer payments,TOTAL,2383662,7752954670.580209
2171,state,uttarakhand,2019,2019-04-01,2019-06-30,Recharge & bill payments,TOTAL,1616176,454962951.9136597
2172,state,uttarakhand,2019,2019-04-01,2019-06-30,Merchant payments,TOTAL,721858,323876953.4104364
2173,state,uttarakhand,2019,2019-04-01,2019-06-30,Financial Services,TOTAL,21852,2550386.4774141517
2174,state,uttarakhand,2019,2019-04-01,2019-06-30,Others,TOTAL,69727,54187888.53677146
2175,state,uttarakhand,2019,2019-07-01,2019-09-30,Peer-to-peer payments,TOTAL,2313544,8512622076.436331
2176,state,uttarakhand,2019,2019-07-01,2019-09-30,Recharge & bill payments,TOTAL,2201606,683772296.9748493
2177,state,uttarakhand,2019,2019-07-01,2019-09-30,Merchant payments,TOTAL,1121052,480794827.1193007
2178,state,uttarakhand,2019,2019-07-01,2019-09-30,Financial Services,TOTAL,12119,4570326.192004257
2179,state,uttarakhand,2019,2019-07-01,2019-09-30,Others,TOTAL,62155,47272543.294839665
2180,state,uttarakhand,2019,2019-10-01,2019-12-31,Peer-to-peer payments,TOTAL,3210116,11020339546.604958
2181,state,uttarakhand,2019,2019-10-01,2019-12-31,Recharge & bill payments,TOTAL,2547173,817728111.4576316
2182,state,uttarakhand,2019,2019-10-01,2019-12-31,Merchant payments,TOTAL,1542944,701746516.8731368
2183,state,uttarakhand,2019,2019-10-01,2019-12-31,Financial Services,TOTAL,11585,3555524.3767221333
2184,state,uttarakhand,2019,2019-10-01,2019-12-31,Others,TOTAL,50298,30336605.83833359
2185,state,uttarakhand,2021,2021-01-01,2021-03-31,Merchant payments,TOTAL,8393767,5283142247.065777
2186,state,uttarakhand,2021,2021-01-01,2021-03-31,Peer-to-peer payments,TOTAL,7981710,29202365442.63442
2187,state,uttarakhand,2021,2021-01-01,2021-03-31,Recharge & bill payments,TOTAL,4146569,1727960484.030287
2188,state,uttarakhand,2021,2021-01-01,2021-03-31,Financial Services,TOTAL,30208,38400863.99560504
2189,state,uttarakhand,2021,2021-01-01,2021-03-31,Others,TOTAL,56148,36320362.17233381
2190,state,uttarakhand,2021,2021-04-01,2021-06-30,Peer-to-peer payments,TOTAL,9374939,32674145244.390625
2191,state,uttarakhand,2021,2021-04-01,2021-06-30,Merchant payments,TOTAL,9134389,6257528832.057196
2192,state,uttarakhand,2021,2021-04-01,2021-06-30,Recharge & bill payments,TOTAL,5388285,1979824048.8157122
2193,state,uttarakhand,2021,2021-04-01,2021-06-30,Financial Services,TOTAL,31497,35404991.874676295
2194,state,uttarakhand,2021,2021-04-01,2021-06-30,Others,TOTAL,71322,43914757.70001851
2195,state,uttarakhand,2020,2020-01-01,2020-03-31,Peer-to-peer payments,TOTAL,3792776,13999676596.865887
2196,state,uttarakhand,2020,2020-01-01,2020-03-31,Recharge & bill payments,TOTAL,2990764,1028598924.445406
2197,state,uttarakhand,2020,2020-01-01,2020-03-31,Merchant payments,TOTAL,2289657,1094245197.2356641
2198,state,uttarakhand,2020,2020-01-01,2020-03-31,Financial Services,TOTAL,10246,8180881.808693047
2199,state,uttarakhand,2020,2020-01-01,2020-03-31,Others,TOTAL,48341,27378658.631921414
2200,state,uttarakhand,2020,2020-04-01,2020-06-30,Recharge & bill payments,TOTAL,3755695,1303523584.942265
2201,state,uttarakhand,2020,2020-04-01,2020-06-30,Peer-to-peer payments,TOTAL,3656029,13572964169.690296
2202,state,uttarakhand,2020,2020-04-01,2020-06-30,Merchant payments,TOTAL,1587042,1181497493.0283294
2203,state,uttarakhand,2020,2020-04-01,2020-06-30,Financial Services,TOTAL,15023,17612288.05771955
2204,state,uttarakhand,2020,2020-04-01,2020-06-30,Others,TOTAL,33981,18590166.382408556
2205,state,uttarakhand,2020,2020-07-01,2020-09-30,Peer-to-peer payments,TOTAL,4836512,18377468807.44993
2206,state,uttarakhand,2020,2020-07-01,2020-09-30,Recharge & bill payments,TOTAL,3751993,1509373287.697055
2207,state,uttarakhand,2020,2020-07-01,2020-09-30,Merchant payments,TOTAL,3164623,2166776519.8536706
2208,state,uttarakhand,2020,2020-07-01,2020-09-30,Financial Services,TOTAL,20455,26449980.584111303
2209,state,uttarakhand,2020,2020-07-01,2020-09-30,Others,TOTAL,45352,23442372.42176825
2210,state,uttarakhand,2020,2020-10-01,2020-12-31,Peer-to-peer payments,TOTAL,6748183,25748737002.1362
2211,state,uttarakhand,2020,2020-10-01,2020-12-31,Merchant payments,TOTAL,6629201,4274032856.6465273
2212,state,uttarakhand,2020,2020-10-01,2020-12-31,Recharge & bill payments,TOTAL,4140391,1697819950.5564795
2213,state,uttarakhand,2020,2020-10-01,2020-12-31,Financial Services,TOTAL,27120,29791064.761797357
2214,state,uttarakhand,2020,2020-10-01,2020-12-31,Others,TOTAL,68376,42358455.00938001
2215,state,uttarakhand,2018,2018-01-01,2018-03-31,Recharge & bill payments,TOTAL,730428,124377517.3349145
2216,state,uttarakhand,2018,2018-01-01,2018-03-31,Peer-to-peer payments,TOTAL,399545,1296603346.334598
2217,state,uttarakhand,2018,2018-01-01,2018-03-31,Merchant payments,TOTAL,35382,39372913.10424411
2218,state,uttarakhand,2018,2018-01-01,2018-03-31,Financial Services,TOTAL,27761,5637758.5563494945
2219,state,uttarakhand,2018,2018-01-01,2018-03-31,Others,TOTAL,53569,42553823.19378027
2220,state,uttarakhand,2018,2018-04-01,2018-06-30,Recharge & bill payments,TOTAL,946332,193802092.8234874
2221,state,uttarakhand,2018,2018-04-01,2018-06-30,Peer-to-peer payments,TOTAL,620490,2358941864.7682114
2222,state,uttarakhand,2018,2018-04-01,2018-06-30,Merchant payments,TOTAL,60494,66946005.75890133
2223,state,uttarakhand,2018,2018-04-01,2018-06-30,Financial Services,TOTAL,29919,7913276.778501136
2224,state,uttarakhand,2018,2018-04-01,2018-06-30,Others,TOTAL,46887,52152138.42194019
2225,state,uttarakhand,2018,2018-07-01,2018-09-30,Peer-to-peer payments,TOTAL,1049725,3356030294.930648
2226,state,uttarakhand,2018,2018-07-01,2018-09-30,Recharge & bill payments,TOTAL,1004356,239244556.76646537
2227,state,uttarakhand,2018,2018-07-01,2018-09-30,Merchant payments,TOTAL,112342,84447374.86583523
2228,state,uttarakhand,2018,2018-07-01,2018-09-30,Financial Services,TOTAL,22792,4334709.909645849
2229,state,uttarakhand,2018,2018-07-01,2018-09-30,Others,TOTAL,39917,42516103.38590273
